episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,-0.3537922339027639,9,10,0,1,-1,loss,wipeout_model,4
2,-0.3003195802862475,9,10,1,2,-1,loss,wipeout_model,4
3,0.025500796077756942,10,11,0,1,-1,loss,turn_limit_Only War,4
4,0.10721882942622171,10,11,0,2,-2,loss,turn_limit_Only War,4
5,-0.03910381995111203,10,11,0,1,-1,loss,turn_limit_Only War,4
6,0.04445621290422897,10,11,0,0,0,draw,turn_limit_Only War,4
7,0.027693134190543884,10,11,0,0,0,draw,turn_limit_Only War,4
8,-0.15039750886194916,10,11,0,1,-1,loss,turn_limit_Only War,4
9,-0.0037986218458592237,10,11,0,0,0,draw,turn_limit_Only War,4
10,-0.2598076451735248,10,11,0,0,0,loss,wipeout_model,4
11,0.004562662340834268,10,11,0,0,0,draw,turn_limit_Only War,4
12,-0.015140511458187034,10,11,0,0,0,draw,turn_limit_Only War,4
13,0.4261343489498998,7,8,0,0,0,win,wipeout_enemy,4
14,-0.2694283882771841,10,11,0,0,0,loss,wipeout_model,4
15,0.5046957804835716,9,10,0,0,0,win,wipeout_enemy,4
16,0.041354952013383094,10,11,0,1,-1,loss,turn_limit_Only War,4
17,-0.07915617879409907,10,11,0,0,0,draw,turn_limit_Only War,4
18,-0.03138536982633176,10,11,0,1,-1,loss,turn_limit_Only War,4
19,-0.051250486539384445,10,11,0,0,0,draw,turn_limit_Only War,4
20,-0.18035234794193836,10,11,0,0,0,draw,turn_limit_Only War,4
21,-0.0747582611450723,10,11,0,0,0,draw,turn_limit_Only War,4
22,-0.05443284167169338,10,11,0,0,0,draw,turn_limit_Only War,4
23,0.010886106351609526,10,11,0,1,-1,loss,turn_limit_Only War,4
24,-0.17982441652516207,10,11,0,1,-1,loss,turn_limit_Only War,4
25,0.6402063810308991,6,7,0,1,-1,win,wipeout_enemy,4
26,0.6048430548205288,6,7,0,1,-1,win,wipeout_enemy,4
27,0.1646739151795454,10,11,0,0,0,draw,turn_limit_Only War,4
28,0.40212721664370554,9,10,0,0,0,win,wipeout_enemy,4
29,0.046645134987477174,10,11,0,0,0,draw,turn_limit_Only War,4
30,-0.33316207723166696,10,11,0,2,-2,loss,turn_limit_Only War,4
31,0.031378247300903425,10,11,0,0,0,draw,turn_limit_Only War,4
32,-0.009963526753061473,10,11,0,1,-1,loss,turn_limit_Only War,4
33,0.0943358749038237,10,11,0,0,0,draw,turn_limit_Only War,4
34,0.04793593318986209,10,11,0,0,0,draw,turn_limit_Only War,4
35,0.059629205409954575,10,11,0,0,0,draw,turn_limit_Only War,4
36,-0.1664339889722474,10,11,0,0,0,draw,turn_limit_Only War,4
37,-0.30969096208926367,9,10,0,0,0,loss,wipeout_model,4
38,-0.06712065644357837,9,10,0,0,0,loss,wipeout_model,4
39,0.13000838813656931,10,11,0,0,0,draw,turn_limit_Only War,4
40,0.0387720347262699,10,11,0,1,-1,loss,turn_limit_Only War,4
41,0.02570309350362371,10,11,0,1,-1,loss,turn_limit_Only War,4
42,-0.24905567458282246,10,11,0,1,-1,loss,turn_limit_Only War,4
43,0.03782025177604041,10,11,0,3,-3,loss,turn_limit_Only War,4
44,-0.06952572725823461,10,11,0,1,-1,loss,turn_limit_Only War,4
45,0.03560105233874001,10,11,0,0,0,draw,turn_limit_Only War,4
46,0.11921331025974971,10,11,0,0,0,draw,turn_limit_Only War,4
47,-0.27177207793864216,10,11,0,0,0,draw,turn_limit_Only War,4
48,-0.26060653091145125,10,11,0,2,-2,loss,wipeout_model,4
49,0.43863680583327624,10,11,0,0,0,win,wipeout_enemy,4
50,0.1252480840425266,10,11,2,2,0,draw,turn_limit_Only War,4
51,-0.19530110267399264,10,11,0,0,0,draw,turn_limit_Only War,4
52,-0.1271089106117329,10,11,0,1,-1,loss,turn_limit_Only War,4
53,-0.14161963066463817,10,11,0,0,0,draw,turn_limit_Only War,4
54,0.47010341401290356,10,11,0,2,-2,win,wipeout_enemy,4
55,0.04029773177592341,10,11,0,0,0,draw,turn_limit_Only War,4
56,0.4051225172039029,10,11,0,0,0,win,wipeout_enemy,4
57,-0.12850416967654504,10,11,0,0,0,draw,turn_limit_Only War,4
58,0.14272382863483213,10,11,0,1,-1,loss,turn_limit_Only War,4
59,0.0345965074426867,10,11,0,0,0,draw,turn_limit_Only War,4
60,-0.03128235389955914,10,11,0,1,-1,loss,turn_limit_Only War,4
61,-0.07836147862152118,10,11,0,0,0,draw,turn_limit_Only War,4
62,-0.12252095837035618,10,11,0,1,-1,loss,turn_limit_Only War,4
63,0.7047267492676017,6,7,0,1,-1,win,wipeout_enemy,4
64,0.0015046908005851053,10,11,0,0,0,draw,turn_limit_Only War,4
65,-0.048479749359127855,10,11,0,0,0,draw,turn_limit_Only War,4
66,0.17421038889870116,10,11,0,0,0,draw,turn_limit_Only War,4
67,-0.008990003996803183,10,11,0,0,0,draw,turn_limit_Only War,4
68,-0.020099343764828796,10,11,0,0,0,draw,turn_limit_Only War,4
69,0.15487708056253963,10,11,0,0,0,draw,turn_limit_Only War,4
70,0.03389125019121682,10,11,0,0,0,draw,turn_limit_Only War,4
71,0.13588703722887022,10,11,0,0,0,draw,turn_limit_Only War,4
72,0.0404700752202672,10,11,0,0,0,draw,turn_limit_Only War,4
73,-0.08446171483398732,10,11,0,1,-1,loss,turn_limit_Only War,4
74,-0.34675426723449754,9,10,0,1,-1,loss,wipeout_model,4
75,-0.023694241963734798,10,11,0,1,-1,loss,turn_limit_Only War,4
76,0.7066666666666667,6,7,0,1,-1,win,wipeout_enemy,4
77,0.013646261414553593,10,11,0,1,-1,loss,turn_limit_Only War,4
78,-0.03362355127207482,10,11,0,1,-1,loss,turn_limit_Only War,4
79,0.41931826533205924,9,10,0,0,0,win,wipeout_enemy,4
80,0.0032732841595747636,10,11,0,0,0,draw,turn_limit_Only War,4
81,-0.23708831799013588,10,11,0,1,-1,loss,wipeout_model,4
82,0.037802352027533334,10,11,0,1,-1,loss,turn_limit_Only War,4
83,0.37156934411134734,10,11,4,1,3,win,turn_limit_Only War,4
84,-0.04518620447190326,10,11,0,2,-2,loss,turn_limit_Only War,4
85,-0.05526923200918552,10,11,0,0,0,draw,turn_limit_Only War,4
86,0.007006237190318005,10,11,0,1,-1,loss,turn_limit_Only War,4
87,-0.38772707545486185,10,11,0,0,0,loss,wipeout_model,4
88,0.013416984887531841,10,11,0,2,-2,loss,turn_limit_Only War,4
89,-0.191226914275078,10,11,0,0,0,loss,wipeout_model,4
90,0.4682784589563262,8,9,0,1,-1,win,wipeout_enemy,4
91,-0.16947066530787655,10,11,0,1,-1,loss,turn_limit_Only War,4
92,-0.00012152161996115754,10,11,0,0,0,draw,turn_limit_Only War,4
93,-0.01956028126076917,9,10,0,1,-1,loss,wipeout_model,4
94,0.10456302208113188,10,11,0,0,0,draw,turn_limit_Only War,4
95,-0.019204701335495955,10,11,0,0,0,draw,turn_limit_Only War,4
96,0.06667469974579524,10,11,0,0,0,draw,turn_limit_Only War,4
97,0.5525083439050756,9,10,0,0,0,win,wipeout_enemy,4
98,0.04156615189355688,10,11,0,0,0,draw,turn_limit_Only War,4
99,0.3617166256299431,9,10,0,0,0,win,wipeout_enemy,4
100,0.05504740822481308,10,11,0,0,0,draw,turn_limit_Only War,4
101,0.09923858164792326,10,11,0,0,0,draw,turn_limit_Only War,4
102,-0.13328932637402832,10,11,0,0,0,loss,wipeout_model,4
103,0.05331422728257344,10,11,0,0,0,draw,turn_limit_Only War,4
104,0.00524545402595486,10,11,0,0,0,draw,turn_limit_Only War,4
105,-0.2946999797563474,10,11,0,0,0,draw,turn_limit_Only War,4
106,-0.14604572779643038,10,11,0,0,0,draw,turn_limit_Only War,4
107,0.4069390510660898,10,11,0,0,0,win,wipeout_enemy,4
108,-0.22763101109100248,10,11,0,0,0,draw,turn_limit_Only War,4
109,0.47120939278972174,10,11,0,1,-1,win,wipeout_enemy,4
110,-0.2919692879183629,10,11,0,0,0,loss,wipeout_model,4
111,-0.010658236616615607,10,11,0,1,-1,loss,turn_limit_Only War,4
112,0.06327214826536706,10,11,0,1,-1,loss,turn_limit_Only War,4
113,-0.024657750714807587,10,11,0,1,-1,loss,turn_limit_Only War,4
114,-0.3385024320466507,10,11,0,0,0,loss,wipeout_model,4
115,-0.03506780604817571,10,11,0,0,0,draw,turn_limit_Only War,4
116,0.45854907542642287,9,10,0,1,-1,win,wipeout_enemy,4
117,0.1816477427081205,10,11,0,0,0,draw,turn_limit_Only War,4
118,0.1334325925273266,10,11,1,4,-3,loss,turn_limit_Only War,4
119,-0.2919858945278836,10,11,0,0,0,loss,wipeout_model,4
120,0.07673477631116195,10,11,0,1,-1,loss,turn_limit_Only War,4
121,0.10584551053124117,10,11,0,0,0,draw,turn_limit_Only War,4
122,-0.06329854560225814,10,11,0,0,0,draw,turn_limit_Only War,4
123,-0.3005575815978654,8,9,0,0,0,loss,wipeout_model,4
124,0.12482539525770572,10,11,0,0,0,draw,turn_limit_Only War,4
125,0.15374928663247306,10,11,0,0,0,draw,turn_limit_Only War,4
126,-0.08549584036252912,10,11,0,0,0,draw,turn_limit_Only War,4
127,-0.34691372692185835,10,11,0,0,0,loss,wipeout_model,4
128,-0.4063210126582473,10,11,0,1,-1,loss,wipeout_model,4
129,0.05350861812854692,10,11,0,2,-2,loss,turn_limit_Only War,4
130,-0.07325860891116662,10,11,0,1,-1,loss,turn_limit_Only War,4
131,0.3567176321969317,10,11,0,1,-1,win,wipeout_enemy,4
132,0.34383656304293236,10,11,0,1,-1,win,wipeout_enemy,4
133,-0.10706352063150681,10,11,0,1,-1,loss,turn_limit_Only War,4
134,-0.2971201661336754,10,11,0,0,0,loss,wipeout_model,4
135,0.13893144784236772,10,11,0,1,-1,loss,turn_limit_Only War,4
136,-0.12251461016432544,10,11,0,0,0,draw,turn_limit_Only War,4
137,-0.030626943155197473,10,11,0,1,-1,loss,turn_limit_Only War,4
138,-0.03528379800501997,10,11,0,0,0,draw,turn_limit_Only War,4
139,0.023024855112587412,10,11,0,1,-1,loss,turn_limit_Only War,4
140,0.016991745093046857,10,11,0,0,0,draw,turn_limit_Only War,4
141,0.09066469454006179,10,11,0,1,-1,loss,turn_limit_Only War,4
142,0.06055803964452574,10,11,0,1,-1,loss,turn_limit_Only War,4
143,-0.004125160688615986,10,11,0,1,-1,loss,turn_limit_Only War,4
144,0.40542774474252374,10,11,0,1,-1,win,wipeout_enemy,4
145,0.07554600924030912,10,11,0,0,0,draw,turn_limit_Only War,4
146,0.773325800732,7,8,0,3,-3,win,wipeout_enemy,4
147,-0.17852591592346395,10,11,0,1,-1,loss,wipeout_model,4
148,-0.08356023001907678,10,11,0,0,0,draw,turn_limit_Only War,4
149,0.43415430604844574,10,11,0,0,0,win,wipeout_enemy,4
150,0.3529471366699468,8,9,0,0,0,win,wipeout_enemy,4
151,0.45571705621164976,8,9,0,1,-1,win,wipeout_enemy,4
152,-0.028601615708288015,10,11,0,1,-1,loss,turn_limit_Only War,4
153,-0.17883447493940355,10,11,0,1,-1,loss,turn_limit_Only War,4
154,-0.0806292227372403,10,11,0,0,0,draw,turn_limit_Only War,4
155,0.016770336233495962,10,11,0,0,0,draw,turn_limit_Only War,4
156,-0.15182730674632636,10,11,0,1,-1,loss,turn_limit_Only War,4
157,-0.163551049617405,10,11,0,1,-1,loss,turn_limit_Only War,4
158,-0.3075027568109448,10,11,0,0,0,loss,wipeout_model,4
159,-0.1478252323270442,10,11,0,1,-1,loss,wipeout_model,4
160,-0.12882617486056605,10,11,0,0,0,draw,turn_limit_Only War,4
161,-0.026453538147303855,10,11,0,1,-1,loss,turn_limit_Only War,4
162,0.4121209887560805,10,11,0,1,-1,win,wipeout_enemy,4
163,-0.35410826266562584,7,8,0,0,0,loss,wipeout_model,4
