episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,0.8274666666666667,5,6,0,0,0,win,wipeout_enemy,4
2,0.5857801934156684,6,7,0,0,0,win,wipeout_enemy,4
3,-0.25037575289884734,8,9,0,1,-1,loss,wipeout_model,4
4,0.44812241779286666,9,10,0,1,-1,win,wipeout_enemy,4
5,-0.3381508363776023,10,11,0,1,-1,loss,turn_limit_Only War,4
6,-0.10557854075127623,10,11,0,1,-1,loss,turn_limit_Only War,4
7,-0.1410864507496418,10,11,0,0,0,draw,turn_limit_Only War,4
8,0.05742194933261361,10,11,0,1,-1,loss,turn_limit_Only War,4
9,0.1826444440208096,10,11,1,1,0,draw,turn_limit_Only War,4
10,0.0029462942804626188,10,11,0,1,-1,loss,turn_limit_Only War,4
11,-0.3086043552985473,10,11,0,0,0,loss,wipeout_model,4
12,-0.17585431662346163,10,11,0,0,0,draw,turn_limit_Only War,4
13,-0.0946944444444444,6,7,0,1,-1,loss,wipeout_model,4
14,1.1426535720496735,4,5,0,1,-1,win,wipeout_enemy,4
15,0.0808819297450771,10,11,0,0,0,draw,turn_limit_Only War,4
16,0.8625960546721118,5,6,0,1,-1,win,wipeout_enemy,4
17,0.14048688166742324,10,11,0,1,-1,loss,turn_limit_Only War,4
18,-0.16049017609265404,9,10,0,0,0,loss,wipeout_model,4
19,-0.04794050682034112,10,11,0,1,-1,loss,turn_limit_Only War,4
20,0.03942827840283217,9,10,0,0,0,win,wipeout_enemy,4
21,-0.008154365759107864,10,11,0,1,-1,loss,turn_limit_Only War,4
22,-0.012368027225586041,10,11,0,0,0,draw,turn_limit_Only War,4
23,-0.23318156741133872,10,11,0,0,0,loss,wipeout_model,4
24,-0.0838604828105183,10,11,0,0,0,loss,wipeout_model,4
25,-0.17904248385596355,6,7,0,0,0,loss,wipeout_model,4
26,0.33255603008090595,9,10,0,0,0,win,wipeout_enemy,4
27,0.03143817329704489,10,11,0,1,-1,loss,turn_limit_Only War,4
28,-0.39407218675913713,8,9,0,1,-1,loss,wipeout_model,4
29,-0.07404306356540472,10,11,0,1,-1,loss,turn_limit_Only War,4
30,-0.11422259141723945,10,11,0,0,0,loss,wipeout_model,4
31,-0.01777922617914362,10,11,0,1,-1,loss,turn_limit_Only War,4
32,-0.09465832511196456,10,11,0,0,0,loss,wipeout_model,4
33,0.07012213865976868,10,11,0,1,-1,loss,turn_limit_Only War,4
34,0.045240738214255304,10,11,0,1,-1,loss,turn_limit_Only War,4
35,-0.14485361160520865,10,11,0,0,0,draw,turn_limit_Only War,4
36,-0.14433748888177383,10,11,0,0,0,loss,wipeout_model,4
37,0.09730974374334914,10,11,0,1,-1,loss,turn_limit_Only War,4
38,0.3744652203149744,9,10,0,1,-1,win,wipeout_enemy,4
39,-0.1141996262081112,10,11,0,1,-1,loss,turn_limit_Only War,4
40,-0.19761939784227264,8,9,0,1,-1,loss,wipeout_model,4
41,0.072671660522755,10,11,0,1,-1,loss,turn_limit_Only War,4
42,0.8446944444444444,6,7,0,1,-1,win,wipeout_enemy,4
43,0.24161989354158458,8,9,0,1,-1,win,wipeout_enemy,4
44,-0.14848081395834797,7,8,0,0,0,loss,wipeout_model,4
45,0.48156833490918305,9,10,0,0,0,win,wipeout_enemy,4
46,-0.08330040455108904,10,11,1,0,1,loss,wipeout_model,4
