episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,0.10357142857142865,7,8,4,1,3,win,wipeout_enemy,4
2,-0.6231249999999999,8,9,6,3,3,loss,wipeout_model,4
3,-1.51,8,9,0,0,0,loss,wipeout_model,4
4,-0.1961111111111111,9,10,4,2,2,loss,wipeout_model,4
5,-0.08000000000000002,10,11,4,3,1,win,turn_limit_Only War,4
6,-0.3615,10,11,0,2,-2,loss,wipeout_model,4
7,-1.3715,10,11,2,4,-2,loss,turn_limit_Only War,4
8,-0.13949999999999999,10,11,1,0,1,loss,wipeout_model,4
9,-0.34450000000000003,10,11,0,1,-1,loss,turn_limit_Only War,4
10,-0.03950000000000003,10,11,4,3,1,win,turn_limit_Only War,4
11,-0.7715,10,11,2,2,0,draw,turn_limit_Only War,4
12,-0.24050000000000002,10,11,3,2,1,win,turn_limit_Only War,4
13,-0.33399999999999996,10,11,7,5,2,win,turn_limit_Only War,4
14,0.225,10,11,3,0,3,win,turn_limit_Only War,4
15,0.07550000000000005,10,11,4,5,-1,loss,wipeout_model,4
16,-0.718,10,11,2,3,-1,loss,turn_limit_Only War,4
17,1.202,5,6,0,1,-1,win,wipeout_enemy,4
18,1.1787500000000002,8,9,5,2,3,win,wipeout_enemy,4
19,0.205,6,7,0,1,-1,win,wipeout_enemy,4
20,-0.9665000000000001,10,11,1,5,-4,loss,turn_limit_Only War,4
21,-0.24500000000000002,10,11,5,3,2,win,turn_limit_Only War,4
22,-0.9724999999999999,10,11,2,1,1,win,turn_limit_Only War,4
23,-0.7304999999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
24,-0.13999999999999999,10,11,0,4,-4,loss,turn_limit_Only War,4
25,-0.938,10,11,0,4,-4,loss,turn_limit_Only War,4
26,-0.38349999999999995,10,11,2,1,1,win,turn_limit_Only War,4
27,-0.743,10,11,1,3,-2,loss,turn_limit_Only War,4
28,-0.44800000000000006,10,11,0,3,-3,loss,turn_limit_Only War,4
29,-1.4525,10,11,2,3,-1,loss,turn_limit_Only War,4
30,0.096,10,11,2,5,-3,loss,turn_limit_Only War,4
31,-0.1945,10,11,2,2,0,draw,turn_limit_Only War,4
32,-0.9999999999999998,10,11,2,5,-3,loss,turn_limit_Only War,4
33,-0.9095000000000001,10,11,5,3,2,win,turn_limit_Only War,4
34,0.21687500000000007,8,9,1,2,-1,win,wipeout_enemy,4
35,0.966,5,6,1,0,1,win,wipeout_enemy,4
36,-0.15649999999999997,10,11,3,5,-2,loss,turn_limit_Only War,4
37,0.07500000000000007,6,7,3,4,-1,loss,wipeout_model,4
38,0.53375,8,9,0,2,-2,win,wipeout_enemy,4
