episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,-1.6323125,10,11,3,5,-2,loss,turn_limit_Only War,4
2,-0.628625,10,11,1,1,0,draw,turn_limit_Only War,4
3,-1.65575,10,11,1,0,1,win,turn_limit_Only War,4
4,-1.0161875,10,11,1,2,-1,loss,turn_limit_Only War,4
5,-3.2956250000000002,10,11,0,2,-2,loss,turn_limit_Only War,4
6,-0.4995625,10,11,7,3,4,win,turn_limit_Only War,4
7,-1.5146875,10,11,1,1,0,draw,turn_limit_Only War,4
8,-1.25875,10,11,0,1,-1,loss,turn_limit_Only War,4
9,-0.9460625,10,11,0,5,-5,loss,turn_limit_Only War,4
10,-1.600375,10,11,1,1,0,loss,wipeout_model,4
11,-2.2870833333333334,9,10,1,2,-1,win,wipeout_enemy,4
12,-1.1234375,10,11,5,4,1,win,turn_limit_Only War,4
13,-1.3275625,10,11,0,6,-6,loss,turn_limit_Only War,4
14,-0.1824375,10,11,2,1,1,win,turn_limit_Only War,4
15,-1.6509375,10,11,1,2,-1,loss,turn_limit_Only War,4
16,-1.1489375,10,11,1,4,-3,loss,turn_limit_Only War,4
17,-0.9271874999999999,10,11,2,2,0,draw,turn_limit_Only War,4
18,-1.0726875000000002,10,11,3,0,3,win,turn_limit_Only War,4
19,-0.46724999999999994,10,11,7,0,7,win,turn_limit_Only War,4
20,-0.9877678571428571,7,8,0,1,-1,win,wipeout_enemy,4
21,-0.8615625000000001,10,11,0,2,-2,loss,turn_limit_Only War,4
22,-1.0645,10,11,2,3,-1,loss,turn_limit_Only War,4
23,-0.609875,10,11,3,4,-1,loss,turn_limit_Only War,4
24,0.03612500000000002,10,11,4,1,3,win,turn_limit_Only War,4
25,-0.575,10,11,2,3,-1,loss,turn_limit_Only War,4
26,-0.8654999999999999,10,11,2,4,-2,loss,turn_limit_Only War,4
27,-0.651875,10,11,1,0,1,win,turn_limit_Only War,4
28,0.643125,8,9,0,2,-2,win,wipeout_enemy,4
29,0.3176875,10,11,6,1,5,win,turn_limit_Only War,4
30,-1.10525,10,11,0,1,-1,loss,turn_limit_Only War,4
31,-0.16262499999999996,10,11,0,0,0,draw,turn_limit_Only War,4
32,-1.052375,10,11,0,3,-3,loss,turn_limit_Only War,4
33,-1.1418125,10,11,1,0,1,win,turn_limit_Only War,4
34,-0.4501388888888889,9,10,3,2,1,win,wipeout_enemy,4
35,-1.3526875,10,11,2,0,2,win,turn_limit_Only War,4
36,-0.7575625,10,11,3,1,2,win,turn_limit_Only War,4
37,-0.8475625000000001,10,11,0,4,-4,loss,turn_limit_Only War,4
38,-1.517375,10,11,6,5,1,win,turn_limit_Only War,4
39,-0.9869999999999999,10,11,0,5,-5,loss,turn_limit_Only War,4
40,-1.2858125,10,11,0,1,-1,loss,turn_limit_Only War,4
41,-0.11937499999999997,10,11,5,0,5,win,turn_limit_Only War,4
42,-1.1103125,10,11,0,1,-1,loss,turn_limit_Only War,4
43,-0.42006250000000006,10,11,0,3,-3,loss,turn_limit_Only War,4
44,-0.812,10,11,2,5,-3,loss,turn_limit_Only War,4
45,-0.05437499999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
46,-0.19887500000000002,10,11,0,3,-3,loss,turn_limit_Only War,4
47,-1.100625,10,11,3,3,0,draw,turn_limit_Only War,4
48,-0.9076875000000001,10,11,0,0,0,draw,turn_limit_Only War,4
49,-0.9253125000000001,10,11,0,1,-1,loss,turn_limit_Only War,4
50,-2.07075,10,11,0,1,-1,loss,turn_limit_Only War,4
51,-1.2775,10,11,0,2,-2,loss,turn_limit_Only War,4
52,-0.8643750000000001,10,11,0,3,-3,win,wipeout_enemy,4
53,-1.4264999999999999,10,11,2,2,0,draw,turn_limit_Only War,4
54,-0.003812499999999988,10,11,0,2,-2,loss,wipeout_model,4
55,-1.4221875,10,11,0,5,-5,loss,turn_limit_Only War,4
56,-0.1658125,10,11,0,0,0,draw,turn_limit_Only War,4
57,-2.0729375,10,11,2,1,1,win,turn_limit_Only War,4
58,-2.1045625,10,11,1,0,1,win,turn_limit_Only War,4
59,0.023687499999999966,10,11,7,1,6,win,turn_limit_Only War,4
60,-3.1254999999999997,10,11,0,2,-2,loss,turn_limit_Only War,4
61,-0.8923125000000001,10,11,1,3,-2,loss,turn_limit_Only War,4
62,-0.3465625,10,11,1,0,1,win,turn_limit_Only War,4
63,-1.8009374999999999,10,11,0,0,0,draw,turn_limit_Only War,4
64,-1.663203125,8,9,0,0,0,win,wipeout_enemy,4
65,-1.1575625,10,11,0,1,-1,loss,turn_limit_Only War,4
66,-0.9157500000000001,10,11,0,2,-2,loss,turn_limit_Only War,4
67,-1.41725,10,11,0,4,-4,loss,turn_limit_Only War,4
68,-0.33718750000000003,10,11,0,3,-3,loss,turn_limit_Only War,4
69,-0.2035625,10,11,6,0,6,win,turn_limit_Only War,4
70,-1.86525,10,11,0,2,-2,loss,turn_limit_Only War,4
71,-0.13937500000000003,10,11,4,2,2,win,turn_limit_Only War,4
72,-1.7078125,10,11,0,1,-1,loss,turn_limit_Only War,4
73,-1.8036249999999998,10,11,0,1,-1,loss,turn_limit_Only War,4
74,0.15075,10,11,5,4,1,win,turn_limit_Only War,4
75,-0.49106250000000007,10,11,0,2,-2,loss,turn_limit_Only War,4
76,-0.055937500000000015,10,11,4,0,4,win,turn_limit_Only War,4
77,-0.96275,10,11,0,2,-2,loss,turn_limit_Only War,4
78,-1.3766666666666665,9,10,0,0,0,win,wipeout_enemy,4
79,-0.5233749999999999,10,11,2,4,-2,loss,turn_limit_Only War,4
80,0.051437500000000004,10,11,4,0,4,win,turn_limit_Only War,4
81,-0.7288749999999999,10,11,1,2,-1,loss,turn_limit_Only War,4
82,-0.5301875,10,11,3,1,2,win,turn_limit_Only War,4
83,-0.4306875,10,11,7,3,4,win,turn_limit_Only War,4
84,-0.581,10,11,5,0,5,win,turn_limit_Only War,4
85,-0.7683125,10,11,0,2,-2,loss,turn_limit_Only War,4
86,-0.376171875,8,9,0,1,-1,loss,wipeout_model,4
87,-0.8066875,10,11,1,1,0,draw,turn_limit_Only War,4
88,-0.9299999999999999,10,11,3,3,0,draw,turn_limit_Only War,4
89,-0.48637499999999995,10,11,2,4,-2,loss,turn_limit_Only War,4
90,-1.4821875,10,11,0,0,0,draw,turn_limit_Only War,4
91,-0.541,10,11,6,1,5,win,turn_limit_Only War,4
92,-0.37854166666666667,9,10,1,1,0,win,wipeout_enemy,4
93,-0.289,10,11,0,0,0,draw,turn_limit_Only War,4
94,-1.3161875,10,11,0,5,-5,loss,turn_limit_Only War,4
95,-0.40837500000000004,10,11,0,0,0,loss,wipeout_model,4
96,-1.2654999999999998,10,11,0,2,-2,loss,turn_limit_Only War,4
97,-1.411375,10,11,1,4,-3,loss,turn_limit_Only War,4
98,-0.9121874999999999,10,11,1,1,0,draw,turn_limit_Only War,4
99,-0.8306875,10,11,2,5,-3,loss,turn_limit_Only War,4
100,-0.47037499999999993,10,11,3,1,2,win,turn_limit_Only War,4
101,-1.427375,10,11,0,3,-3,loss,turn_limit_Only War,4
102,-0.15131250000000002,10,11,3,1,2,win,turn_limit_Only War,4
103,-0.5885,10,11,4,3,1,win,turn_limit_Only War,4
104,-1.1908125,10,11,3,2,1,win,turn_limit_Only War,4
105,-0.4876875,10,11,3,1,2,win,turn_limit_Only War,4
106,-1.753625,10,11,0,7,-7,loss,turn_limit_Only War,4
107,-1.4178125,10,11,0,5,-5,loss,wipeout_model,4
108,-0.9324375,10,11,0,0,0,draw,turn_limit_Only War,4
109,-1.527625,10,11,0,3,-3,loss,turn_limit_Only War,4
110,-1.7493750000000001,10,11,0,1,-1,loss,turn_limit_Only War,4
111,-0.251375,10,11,5,5,0,draw,turn_limit_Only War,4
112,-2.16125,10,11,0,2,-2,loss,turn_limit_Only War,4
113,-0.54175,10,11,5,3,2,win,turn_limit_Only War,4
114,-0.11943749999999997,10,11,1,8,-7,loss,wipeout_model,4
115,-0.17137499999999997,10,11,4,1,3,win,turn_limit_Only War,4
116,0.2885625,10,11,0,1,-1,win,wipeout_enemy,4
117,-2.1401250000000003,10,11,1,5,-4,loss,turn_limit_Only War,4
118,-0.09162500000000003,10,11,5,0,5,win,turn_limit_Only War,4
119,-0.31056249999999996,10,11,0,0,0,draw,turn_limit_Only War,4
120,-0.4358333333333333,9,10,0,4,-4,loss,wipeout_model,4
121,-1.8217500000000002,10,11,2,3,-1,loss,turn_limit_Only War,4
122,-1.4619375,10,11,1,4,-3,loss,turn_limit_Only War,4
123,-0.1663125,10,11,0,0,0,draw,turn_limit_Only War,4
124,-1.093,10,11,3,2,1,win,turn_limit_Only War,4
125,-1.0208125000000001,10,11,1,5,-4,loss,turn_limit_Only War,4
126,-1.7338125000000002,10,11,0,7,-7,loss,turn_limit_Only War,4
127,-0.28856249999999994,10,11,1,2,-1,loss,turn_limit_Only War,4
128,-0.9976875,10,11,0,0,0,draw,turn_limit_Only War,4
129,-0.805625,10,11,3,2,1,win,turn_limit_Only War,4
130,-2.416875,10,11,0,0,0,draw,turn_limit_Only War,4
131,-0.637875,10,11,0,3,-3,loss,turn_limit_Only War,4
132,-0.5856250000000001,10,11,2,3,-1,loss,turn_limit_Only War,4
133,-2.1360625,10,11,0,0,0,draw,turn_limit_Only War,4
134,-0.5830624999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
135,-1.089375,10,11,0,1,-1,loss,turn_limit_Only War,4
136,-1.2770625,10,11,0,3,-3,loss,turn_limit_Only War,4
137,-1.4056250000000001,10,11,3,1,2,win,turn_limit_Only War,4
138,0.49062500000000003,9,10,7,1,6,win,wipeout_enemy,4
139,-0.3953125,10,11,2,5,-3,loss,turn_limit_Only War,4
140,-0.4649375,10,11,2,2,0,draw,turn_limit_Only War,4
141,-1.6662500000000002,10,11,1,1,0,draw,turn_limit_Only War,4
142,-0.6817500000000001,10,11,1,3,-2,loss,turn_limit_Only War,4
143,-0.8827083333333333,9,10,0,2,-2,win,wipeout_enemy,4
144,0.18106250000000002,10,11,1,5,-4,loss,turn_limit_Only War,4
145,-1.19925,10,11,1,1,0,draw,turn_limit_Only War,4
146,-1.9462499999999998,10,11,2,2,0,draw,turn_limit_Only War,4
147,-1.602638888888889,9,10,0,2,-2,loss,wipeout_model,4
148,-1.5100694444444445,9,10,0,0,0,loss,wipeout_model,4
149,-0.000187499999999996,10,11,0,2,-2,loss,turn_limit_Only War,4
