episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,0.06299999999999999,5,6,3,0,3,win,wipeout_enemy,4
2,0.9258333333333334,6,7,2,1,1,win,wipeout_enemy,4
3,-0.4283333333333333,6,7,1,1,0,win,wipeout_enemy,4
4,0.8875000000000001,6,7,3,0,3,win,wipeout_enemy,4
5,-0.28062499999999996,8,9,4,4,0,loss,wipeout_model,4
6,-0.8127777777777777,9,10,0,3,-3,win,wipeout_enemy,4
7,-0.5915,10,11,3,2,1,loss,wipeout_model,4
8,-0.28150000000000003,10,11,1,0,1,win,turn_limit_Only War,4
9,-0.7885,10,11,4,2,2,win,turn_limit_Only War,4
10,-0.7255,10,11,0,3,-3,loss,turn_limit_Only War,4
11,-0.11800000000000002,10,11,3,2,1,win,turn_limit_Only War,4
12,-1.1445,10,11,0,3,-3,loss,turn_limit_Only War,4
13,-0.529,10,11,3,2,1,win,turn_limit_Only War,4
14,-0.07799999999999999,10,11,2,4,-2,loss,turn_limit_Only War,4
15,-0.596,10,11,1,8,-7,loss,turn_limit_Only War,4
16,-0.4095,10,11,2,0,2,loss,wipeout_model,4
17,-0.2825,10,11,1,2,-1,loss,turn_limit_Only War,4
18,-0.7091666666666665,6,7,0,3,-3,loss,wipeout_model,4
19,-1.026,10,11,0,1,-1,loss,turn_limit_Only War,4
20,0.012999999999999998,10,11,1,1,0,draw,turn_limit_Only War,4
21,-0.8574999999999999,10,11,0,0,0,draw,turn_limit_Only War,4
22,-0.575,8,9,0,0,0,loss,wipeout_model,4
23,0.21949999999999997,10,11,5,2,3,win,turn_limit_Only War,4
24,-0.023499999999999997,10,11,0,1,-1,loss,turn_limit_Only War,4
25,-0.07900000000000004,10,11,0,4,-4,loss,turn_limit_Only War,4
26,-0.7585,10,11,0,3,-3,loss,turn_limit_Only War,4
27,-0.39249999999999996,10,11,5,2,3,win,turn_limit_Only War,4
28,-1.1139999999999999,10,11,0,1,-1,loss,turn_limit_Only War,4
29,-0.26749999999999996,10,11,0,3,-3,loss,turn_limit_Only War,4
30,-0.8644999999999999,10,11,0,0,0,draw,turn_limit_Only War,4
31,0.4,10,11,6,1,5,win,turn_limit_Only War,4
32,-1.2225,10,11,2,2,0,draw,turn_limit_Only War,4
33,-0.37937499999999996,8,9,2,0,2,loss,wipeout_model,4
34,-1.1465,10,11,0,2,-2,loss,turn_limit_Only War,4
35,-0.287,10,11,2,2,0,draw,turn_limit_Only War,4
36,-1.001,10,11,0,2,-2,loss,turn_limit_Only War,4
37,0.2765,10,11,7,2,5,win,turn_limit_Only War,4
38,-0.24437499999999995,8,9,0,1,-1,loss,wipeout_model,4
39,-0.11050000000000004,10,11,1,0,1,win,turn_limit_Only War,4
40,-0.13700000000000004,10,11,0,2,-2,loss,turn_limit_Only War,4
41,-0.46388888888888885,9,10,1,2,-1,loss,wipeout_model,4
42,-1.9428902930940238e-17,10,11,2,5,-3,loss,turn_limit_Only War,4
43,-0.276,10,11,4,4,0,draw,turn_limit_Only War,4
44,-1.3955,10,11,0,3,-3,loss,turn_limit_Only War,4
45,-1.2365,10,11,2,2,0,draw,turn_limit_Only War,4
46,-0.347,10,11,4,1,3,win,turn_limit_Only War,4
47,0.6125,10,11,6,3,3,win,wipeout_enemy,4
48,-0.748,10,11,0,1,-1,loss,turn_limit_Only War,4
49,-0.1615,10,11,2,3,-1,loss,turn_limit_Only War,4
50,0.08800000000000001,10,11,2,2,0,draw,turn_limit_Only War,4
51,-0.12599999999999997,10,11,2,2,0,draw,turn_limit_Only War,4
52,-1.1158333333333332,6,7,0,0,0,loss,wipeout_model,4
53,0.1395,10,11,1,4,-3,loss,turn_limit_Only War,4
54,-0.009499999999999977,10,11,3,5,-2,loss,turn_limit_Only War,4
55,-0.440625,8,9,0,0,0,loss,wipeout_model,4
56,-0.34049999999999997,10,11,0,3,-3,loss,turn_limit_Only War,4
57,-0.6525,10,11,0,4,-4,loss,turn_limit_Only War,4
58,-1.19,10,11,0,5,-5,loss,turn_limit_Only War,4
59,-0.441,10,11,0,2,-2,loss,turn_limit_Only War,4
60,-0.661,10,11,0,2,-2,loss,turn_limit_Only War,4
61,-0.627,10,11,0,0,0,draw,turn_limit_Only War,4
62,-0.3516666666666666,6,7,0,2,-2,loss,wipeout_model,4
63,0.329,10,11,2,0,2,win,turn_limit_Only War,4
64,0.01799999999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
65,-0.0615,10,11,4,3,1,win,turn_limit_Only War,4
66,-1.2659999999999998,5,6,0,2,-2,win,wipeout_enemy,4
67,-0.147,10,11,2,5,-3,loss,turn_limit_Only War,4
68,-0.07833333333333328,9,10,0,0,0,win,wipeout_enemy,4
69,0.06750000000000005,8,9,2,1,1,loss,wipeout_model,4
70,-0.3375,10,11,2,5,-3,loss,turn_limit_Only War,4
71,-0.389,10,11,1,6,-5,loss,turn_limit_Only War,4
72,-0.052500000000000005,10,11,1,1,0,draw,turn_limit_Only War,4
73,-0.4725,10,11,0,1,-1,loss,turn_limit_Only War,4
74,-0.46049999999999996,10,11,0,3,-3,loss,turn_limit_Only War,4
75,-0.006500000000000006,10,11,3,5,-2,loss,turn_limit_Only War,4
76,-0.3415,10,11,0,1,-1,loss,turn_limit_Only War,4
77,-0.5905,10,11,1,1,0,draw,turn_limit_Only War,4
78,-0.307,10,11,2,1,1,win,turn_limit_Only War,4
79,-0.027999999999999997,10,11,0,2,-2,loss,turn_limit_Only War,4
80,-0.6799999999999999,10,11,0,1,-1,loss,turn_limit_Only War,4
81,-0.14300000000000004,10,11,2,2,0,draw,turn_limit_Only War,4
82,-0.4035,10,11,0,3,-3,loss,turn_limit_Only War,4
83,-0.5261111111111111,9,10,2,0,2,win,wipeout_enemy,4
84,0.0655,10,11,1,2,-1,loss,turn_limit_Only War,4
85,-0.24749999999999997,8,9,0,0,0,loss,wipeout_model,4
86,-0.5654999999999999,10,11,0,0,0,loss,wipeout_model,4
87,-0.0345,10,11,0,3,-3,loss,turn_limit_Only War,4
88,-0.8105,10,11,0,0,0,draw,turn_limit_Only War,4
89,-0.1095,10,11,4,0,4,win,turn_limit_Only War,4
