episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,-0.9012499999999999,4,5,0,0,0,win,wipeout_enemy,4
2,-0.566,5,6,2,1,1,win,wipeout_enemy,4
3,-0.7516666666666666,6,7,0,2,-2,win,wipeout_enemy,4
4,-0.09937499999999995,8,9,3,2,1,win,wipeout_enemy,4
5,0.23250000000000004,8,9,1,2,-1,win,wipeout_enemy,4
6,-0.7238888888888888,9,10,0,0,0,loss,wipeout_model,4
7,-0.5854999999999999,10,11,1,4,-3,loss,turn_limit_Only War,4
8,-0.619,10,11,0,1,-1,loss,turn_limit_Only War,4
9,-1.3424999999999998,10,11,0,1,-1,loss,turn_limit_Only War,4
10,-1.0379999999999998,10,11,0,0,0,draw,turn_limit_Only War,4
11,-0.43699999999999994,10,11,0,1,-1,loss,turn_limit_Only War,4
12,-0.7619999999999999,10,11,3,3,0,draw,turn_limit_Only War,4
13,-0.6625,10,11,1,2,-1,loss,wipeout_model,4
14,-1.076,10,11,0,0,0,draw,turn_limit_Only War,4
15,0.421,10,11,2,2,0,draw,turn_limit_Only War,4
16,0.03299999999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
17,-0.6285714285714287,7,8,0,1,-1,loss,wipeout_model,4
18,-0.27949999999999997,10,11,0,3,-3,loss,turn_limit_Only War,4
19,-0.3195,10,11,0,1,-1,loss,turn_limit_Only War,4
20,-1.4335,10,11,0,1,-1,loss,turn_limit_Only War,4
21,-0.51625,8,9,0,2,-2,loss,wipeout_model,4
22,-1.869375,8,9,0,1,-1,loss,wipeout_model,4
23,-0.1275,10,11,3,1,2,win,turn_limit_Only War,4
24,-1.0935000000000001,10,11,3,1,2,win,turn_limit_Only War,4
25,-0.22849999999999998,10,11,0,0,0,draw,turn_limit_Only War,4
26,-0.1755,10,11,1,2,-1,loss,turn_limit_Only War,4
27,-0.406,10,11,0,1,-1,loss,turn_limit_Only War,4
28,-0.13799999999999998,10,11,0,1,-1,loss,wipeout_model,4
29,-0.18399999999999997,10,11,2,4,-2,loss,turn_limit_Only War,4
30,-0.8949999999999999,10,11,2,0,2,win,turn_limit_Only War,4
31,-0.31050000000000005,10,11,0,3,-3,loss,turn_limit_Only War,4
32,-0.6205,10,11,0,2,-2,loss,turn_limit_Only War,4
33,-0.10449999999999997,10,11,0,0,0,loss,wipeout_model,4
34,-0.718,10,11,0,1,-1,loss,turn_limit_Only War,4
35,-1.3645,10,11,1,3,-2,loss,turn_limit_Only War,4
36,-2.118333333333333,6,7,3,1,2,win,wipeout_enemy,4
37,-0.118,10,11,0,0,0,draw,turn_limit_Only War,4
38,-0.768,10,11,0,0,0,draw,turn_limit_Only War,4
39,-0.4135,10,11,0,1,-1,loss,turn_limit_Only War,4
40,-0.39499999999999996,10,11,1,2,-1,loss,turn_limit_Only War,4
41,-0.38350000000000006,10,11,0,4,-4,loss,turn_limit_Only War,4
42,-0.31722222222222224,9,10,0,0,0,loss,wipeout_model,4
43,-0.865,9,10,0,3,-3,loss,wipeout_model,4
44,-0.2855,10,11,1,0,1,win,turn_limit_Only War,4
45,-0.556,10,11,4,3,1,win,turn_limit_Only War,4
46,-0.7889999999999999,10,11,3,1,2,win,turn_limit_Only War,4
47,-0.11850000000000001,10,11,4,3,1,win,turn_limit_Only War,4
48,-0.5835,10,11,0,4,-4,loss,turn_limit_Only War,4
49,-0.481,10,11,9,2,7,win,turn_limit_Only War,4
50,-0.714,10,11,0,2,-2,loss,turn_limit_Only War,4
51,-0.3465,10,11,0,0,0,draw,turn_limit_Only War,4
52,-0.43099999999999994,10,11,4,5,-1,loss,turn_limit_Only War,4
53,-0.5549999999999999,10,11,0,3,-3,loss,turn_limit_Only War,4
54,0.16499999999999998,10,11,0,0,0,draw,turn_limit_Only War,4
55,-0.37649999999999995,10,11,6,1,5,win,turn_limit_Only War,4
56,-0.7705,10,11,0,7,-7,loss,turn_limit_Only War,4
57,-1.069,10,11,0,2,-2,loss,turn_limit_Only War,4
58,-0.191,10,11,3,4,-1,loss,turn_limit_Only War,4
59,-0.09499999999999997,10,11,2,3,-1,loss,turn_limit_Only War,4
60,-0.692,10,11,0,6,-6,loss,turn_limit_Only War,4
61,-0.4,10,11,0,1,-1,loss,turn_limit_Only War,4
62,-0.5894999999999999,10,11,0,0,0,draw,turn_limit_Only War,4
63,-0.708,10,11,0,2,-2,loss,turn_limit_Only War,4
64,-0.8029999999999999,10,11,1,3,-2,loss,wipeout_model,4
65,-0.2165,10,11,3,0,3,win,turn_limit_Only War,4
66,-1.1675,10,11,1,3,-2,loss,turn_limit_Only War,4
67,-0.9155,10,11,1,4,-3,loss,turn_limit_Only War,4
68,-1.1225,10,11,0,4,-4,loss,turn_limit_Only War,4
69,-0.30624999999999997,8,9,0,0,0,loss,wipeout_model,4
70,0.05299999999999999,10,11,7,1,6,win,turn_limit_Only War,4
71,-0.3295,10,11,7,4,3,win,turn_limit_Only War,4
72,0.521875,8,9,2,1,1,win,wipeout_enemy,4
73,-0.581,10,11,2,1,1,win,turn_limit_Only War,4
74,0.11600000000000002,10,11,0,0,0,draw,turn_limit_Only War,4
75,-0.24300000000000002,10,11,1,3,-2,loss,turn_limit_Only War,4
76,-1.207,10,11,0,4,-4,loss,turn_limit_Only War,4
77,-0.489,10,11,0,4,-4,loss,turn_limit_Only War,4
78,-0.43900000000000006,10,11,3,3,0,draw,turn_limit_Only War,4
79,0.045999999999999985,10,11,3,3,0,draw,turn_limit_Only War,4
80,-1.907,10,11,0,2,-2,loss,wipeout_model,4
81,-0.5559999999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
82,-1.1965,10,11,0,2,-2,loss,turn_limit_Only War,4
83,-0.11555555555555554,9,10,2,2,0,loss,wipeout_model,4
84,-0.06,6,7,1,0,1,win,wipeout_enemy,4
85,0.188,10,11,4,6,-2,loss,turn_limit_Only War,4
86,-0.35300000000000004,10,11,1,4,-3,loss,turn_limit_Only War,4
87,-0.8287500000000001,4,5,0,0,0,win,wipeout_enemy,4
88,0.07749999999999999,10,11,2,2,0,draw,turn_limit_Only War,4
89,-1.114,10,11,0,2,-2,loss,turn_limit_Only War,4
90,-0.21950000000000003,10,11,5,5,0,draw,turn_limit_Only War,4
91,-0.8494999999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
92,-0.457,10,11,3,1,2,win,turn_limit_Only War,4
93,-1.19,10,11,1,1,0,draw,turn_limit_Only War,4
94,-0.4575,10,11,3,0,3,win,turn_limit_Only War,4
95,-0.446,10,11,1,0,1,win,turn_limit_Only War,4
96,-0.18050000000000002,10,11,5,0,5,win,turn_limit_Only War,4
97,-0.2485,10,11,2,3,-1,loss,turn_limit_Only War,4
98,-0.9644999999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
99,-0.455,6,7,1,1,0,win,wipeout_enemy,4
100,-0.41450000000000004,10,11,4,3,1,win,wipeout_enemy,4
101,-0.2785000000000001,10,11,0,2,-2,loss,turn_limit_Only War,4
102,-1.3599999999999999,10,11,0,3,-3,loss,turn_limit_Only War,4
103,-1.4455,10,11,0,0,0,draw,turn_limit_Only War,4
104,0.198,10,11,5,3,2,win,turn_limit_Only War,4
105,-0.891,10,11,3,3,0,draw,turn_limit_Only War,4
106,-0.3445,10,11,4,7,-3,loss,turn_limit_Only War,4
107,-0.7195,10,11,0,4,-4,loss,turn_limit_Only War,4
108,-1.5554999999999999,10,11,0,2,-2,win,wipeout_enemy,4
109,-0.363,10,11,0,2,-2,loss,turn_limit_Only War,4
110,-0.45499999999999996,9,10,4,7,-3,loss,wipeout_model,4
111,-0.2955,10,11,1,1,0,draw,turn_limit_Only War,4
112,-0.269,10,11,2,2,0,draw,turn_limit_Only War,4
113,-0.169,10,11,6,1,5,win,turn_limit_Only War,4
114,-0.8574999999999999,10,11,0,0,0,draw,turn_limit_Only War,4
115,-1.0554999999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
116,0.09449999999999999,10,11,2,3,-1,loss,turn_limit_Only War,4
117,-0.2675,10,11,1,7,-6,loss,turn_limit_Only War,4
118,0.04700000000000001,10,11,0,3,-3,loss,turn_limit_Only War,4
119,-0.5575,10,11,3,7,-4,loss,turn_limit_Only War,4
120,-1.502,10,11,2,0,2,win,turn_limit_Only War,4
121,0.4772222222222222,9,10,0,2,-2,win,wipeout_enemy,4
