episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,-0.06954595050965472,10,11,0,0,0,draw,turn_limit_Only War,4
2,0.07175542858090111,10,11,0,0,0,draw,turn_limit_Only War,4
3,-0.021749026908122412,10,11,0,0,0,draw,turn_limit_Only War,4
4,-0.030089101660514213,10,11,0,0,0,draw,turn_limit_Only War,4
5,-0.06611389120573143,10,11,0,0,0,draw,turn_limit_Only War,4
6,0.13455184779201596,10,11,0,0,0,draw,turn_limit_Only War,4
7,0.005457267758594124,10,11,0,0,0,draw,turn_limit_Only War,4
8,0.013799022383860984,10,11,0,0,0,draw,turn_limit_Only War,4
9,-0.024110391787386606,10,11,0,0,0,draw,turn_limit_Only War,4
10,0.04479139635705158,10,11,0,0,0,draw,turn_limit_Only War,4
11,0.092270930192899,10,11,0,0,0,draw,turn_limit_Only War,4
12,0.030297791419065728,10,11,0,0,0,draw,turn_limit_Only War,4
13,-0.029126446941678173,10,11,0,0,0,draw,turn_limit_Only War,4
14,0.42661313811899887,10,11,0,0,0,win,wipeout_enemy,4
15,0.018427698273850456,10,11,0,0,0,draw,turn_limit_Only War,4
16,0.017154628342999585,10,11,0,0,0,draw,turn_limit_Only War,4
17,-0.003935034724394744,10,11,0,0,0,draw,turn_limit_Only War,4
18,0.17804431487413913,10,11,0,0,0,draw,turn_limit_Only War,4
19,0.006954731123179417,10,11,0,0,0,draw,turn_limit_Only War,4
20,-0.03533111735081774,10,11,0,0,0,draw,turn_limit_Only War,4
21,0.03557258606528854,10,11,0,0,0,draw,turn_limit_Only War,4
22,0.13476925069061546,10,11,0,0,0,draw,turn_limit_Only War,4
23,-0.0005386068861202643,10,11,0,0,0,draw,turn_limit_Only War,4
24,-0.010531347496678356,10,11,0,0,0,draw,turn_limit_Only War,4
25,-0.02348391609597585,10,11,0,0,0,draw,turn_limit_Only War,4
26,-0.10869006368681326,10,11,0,0,0,draw,turn_limit_Only War,4
27,0.16191202677281796,10,11,0,0,0,draw,turn_limit_Only War,4
28,-0.09288538170353841,10,11,0,0,0,draw,turn_limit_Only War,4
29,0.12839121403685255,10,11,0,0,0,draw,turn_limit_Only War,4
30,-0.04746435434936411,10,11,0,0,0,draw,turn_limit_Only War,4
31,0.12462807007055446,10,11,0,0,0,draw,turn_limit_Only War,4
32,-0.056456267744323496,10,11,0,0,0,draw,turn_limit_Only War,4
33,0.026895006839987377,10,11,0,0,0,draw,turn_limit_Only War,4
34,0.09864586603981829,10,11,0,0,0,draw,turn_limit_Only War,4
35,-0.008241519957201687,10,11,0,0,0,draw,turn_limit_Only War,4
36,0.06501782113093907,10,11,1,0,1,win,turn_limit_Only War,4
37,0.11608529204692153,10,11,0,0,0,draw,turn_limit_Only War,4
38,-0.0348899940418962,10,11,0,0,0,draw,turn_limit_Only War,4
39,0.19053123721218362,10,11,0,0,0,draw,turn_limit_Only War,4
40,0.0016585607301450127,10,11,0,0,0,draw,turn_limit_Only War,4
41,-0.045975002778444234,10,11,0,0,0,draw,turn_limit_Only War,4
42,0.001693213751936792,10,11,0,0,0,draw,turn_limit_Only War,4
43,0.036043246142582794,10,11,0,0,0,draw,turn_limit_Only War,4
44,-0.04165,10,11,0,0,0,draw,turn_limit_Only War,4
45,0.01884243654465161,10,11,0,0,0,draw,turn_limit_Only War,4
46,-0.0275622427094492,10,11,0,0,0,draw,turn_limit_Only War,4
47,0.07694278925167321,10,11,0,0,0,draw,turn_limit_Only War,4
48,0.07962985339987719,10,11,0,0,0,draw,turn_limit_Only War,4
49,0.04026931507749028,10,11,0,0,0,draw,turn_limit_Only War,4
50,-0.015582720448278109,10,11,0,0,0,draw,turn_limit_Only War,4
51,0.011814195242338604,10,11,0,0,0,draw,turn_limit_Only War,4
52,-0.00969302878007957,10,11,0,0,0,draw,turn_limit_Only War,4
53,0.058012296539528704,10,11,0,0,0,draw,turn_limit_Only War,4
54,0.04058625841028461,10,11,0,0,0,draw,turn_limit_Only War,4
55,0.07866993432579991,10,11,0,0,0,draw,turn_limit_Only War,4
56,0.004096070391686648,10,11,0,0,0,draw,turn_limit_Only War,4
57,0.0013686232536742067,10,11,0,0,0,draw,turn_limit_Only War,4
58,-0.011153714440605198,10,11,0,0,0,draw,turn_limit_Only War,4
59,-0.026795076758450415,10,11,0,0,0,draw,turn_limit_Only War,4
60,-0.008711079326864882,10,11,0,0,0,draw,turn_limit_Only War,4
61,0.049159561484903566,10,11,0,0,0,draw,turn_limit_Only War,4
62,-0.006302129699344373,10,11,0,0,0,draw,turn_limit_Only War,4
63,0.08185781613989944,10,11,0,0,0,draw,turn_limit_Only War,4
64,-0.009331913101671701,10,11,0,0,0,draw,turn_limit_Only War,4
65,0.008001387478619709,10,11,0,0,0,draw,turn_limit_Only War,4
66,-0.0010896032360367337,10,11,0,0,0,draw,turn_limit_Only War,4
67,0.203327199501027,10,11,0,0,0,draw,turn_limit_Only War,4
68,-0.07954033499410418,10,11,0,0,0,draw,turn_limit_Only War,4
69,0.03583548551663975,10,11,0,0,0,draw,turn_limit_Only War,4
70,-0.0015217489152065272,10,11,0,0,0,draw,turn_limit_Only War,4
71,-0.017093261215768405,10,11,0,0,0,draw,turn_limit_Only War,4
72,-0.032680010977207005,10,11,0,0,0,draw,turn_limit_Only War,4
73,0.1372357383194051,10,11,0,0,0,draw,turn_limit_Only War,4
74,0.027130052174125723,10,11,0,0,0,draw,turn_limit_Only War,4
75,0.11186497730320097,10,11,0,0,0,draw,turn_limit_Only War,4
76,-0.01624733870877633,10,11,0,0,0,draw,turn_limit_Only War,4
77,-0.006925015274593717,10,11,0,0,0,draw,turn_limit_Only War,4
78,0.028360196801555947,10,11,0,0,0,draw,turn_limit_Only War,4
79,0.006059661980596704,10,11,0,0,0,draw,turn_limit_Only War,4
80,-0.04225449349891425,10,11,0,0,0,draw,turn_limit_Only War,4
81,0.0628716828960899,10,11,0,0,0,draw,turn_limit_Only War,4
82,-0.029332493245648635,10,11,0,0,0,draw,turn_limit_Only War,4
83,0.07801977694311582,10,11,0,0,0,draw,turn_limit_Only War,4
84,-0.01733879914969875,10,11,0,0,0,draw,turn_limit_Only War,4
85,0.020328593250853455,10,11,0,0,0,draw,turn_limit_Only War,4
86,0.10722348993357486,10,11,0,0,0,draw,turn_limit_Only War,4
87,-0.033021892110433056,10,11,0,0,0,draw,turn_limit_Only War,4
88,-0.038007214012146025,10,11,0,0,0,draw,turn_limit_Only War,4
89,0.061077217002567054,10,11,0,0,0,draw,turn_limit_Only War,4
90,-0.006791436496572575,10,11,0,0,0,draw,turn_limit_Only War,4
91,-0.001922420310022133,10,11,0,0,0,draw,turn_limit_Only War,4
92,-0.016639977426665325,10,11,0,0,0,draw,turn_limit_Only War,4
93,-0.03437315660394609,10,11,0,0,0,draw,turn_limit_Only War,4
94,0.1372362510248249,10,11,2,0,2,win,turn_limit_Only War,4
95,0.030721935434492347,10,11,0,0,0,draw,turn_limit_Only War,4
96,-0.0551016118292359,10,11,0,0,0,draw,turn_limit_Only War,4
97,0.05878690753489365,10,11,0,0,0,draw,turn_limit_Only War,4
98,0.1780403993441104,10,11,1,0,1,win,turn_limit_Only War,4
