episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,-0.9279999999999999,10,11,0,0,0,draw,turn_limit_Only War,4
2,-0.3295,10,11,5,0,5,win,turn_limit_Only War,4
3,-0.495,10,11,2,0,2,win,turn_limit_Only War,4
4,-0.6895,10,11,0,0,0,draw,turn_limit_Only War,4
5,-0.20400000000000001,10,11,2,0,2,win,turn_limit_Only War,4
6,-1.576,10,11,0,3,-3,loss,turn_limit_Only War,4
7,-0.796,10,11,2,0,2,win,turn_limit_Only War,4
8,-0.647,10,11,0,0,0,draw,turn_limit_Only War,4
9,-0.7394999999999999,10,11,2,0,2,win,turn_limit_Only War,4
10,-0.6705,10,11,4,1,3,win,turn_limit_Only War,4
11,-0.5525,10,11,2,0,2,win,turn_limit_Only War,4
12,-0.22399999999999998,10,11,1,0,1,win,turn_limit_Only War,4
13,0.11399999999999999,10,11,2,0,2,win,turn_limit_Only War,4
14,-0.493,10,11,0,2,-2,loss,turn_limit_Only War,4
15,-0.7175,10,11,2,0,2,win,turn_limit_Only War,4
16,-0.8574999999999999,10,11,0,0,0,draw,turn_limit_Only War,4
17,-0.26299999999999996,10,11,5,2,3,win,turn_limit_Only War,4
18,-0.24749999999999997,10,11,2,2,0,draw,turn_limit_Only War,4
19,0.1735,10,11,0,1,-1,loss,turn_limit_Only War,4
20,0.61,10,11,9,0,9,win,turn_limit_Only War,4
21,-0.9615,10,11,6,0,6,win,turn_limit_Only War,4
22,0.01199999999999999,10,11,5,1,4,win,turn_limit_Only War,4
23,-0.8019999999999999,10,11,0,1,-1,loss,turn_limit_Only War,4
24,-0.9664999999999999,10,11,1,3,-2,loss,turn_limit_Only War,4
25,-0.3992857142857143,7,8,0,0,0,win,wipeout_enemy,4
26,-0.5716666666666667,9,10,0,6,-6,win,wipeout_enemy,4
27,-0.567,10,11,5,0,5,win,turn_limit_Only War,4
28,-0.173,10,11,1,3,-2,loss,turn_limit_Only War,4
29,0.35950000000000004,10,11,10,2,8,win,turn_limit_Only War,4
30,0.2995,10,11,3,0,3,win,turn_limit_Only War,4
31,-0.19849999999999998,10,11,2,3,-1,loss,turn_limit_Only War,4
32,0.13199999999999998,10,11,1,0,1,win,turn_limit_Only War,4
33,-0.723,10,11,0,0,0,draw,turn_limit_Only War,4
34,-0.771,10,11,0,0,0,draw,turn_limit_Only War,4
35,-0.653,10,11,0,0,0,draw,turn_limit_Only War,4
36,0.13549999999999995,10,11,0,4,-4,loss,turn_limit_Only War,4
37,0.03250000000000001,10,11,6,0,6,win,turn_limit_Only War,4
38,-0.7875,10,11,0,0,0,draw,turn_limit_Only War,4
39,-0.48650000000000004,10,11,5,0,5,win,turn_limit_Only War,4
40,0.054000000000000006,10,11,1,0,1,win,turn_limit_Only War,4
41,-0.732,10,11,0,1,-1,loss,turn_limit_Only War,4
42,-1.584,10,11,0,0,0,draw,turn_limit_Only War,4
43,-0.33799999999999997,10,11,0,1,-1,loss,turn_limit_Only War,4
44,-0.251,10,11,1,0,1,win,turn_limit_Only War,4
45,0.05500000000000001,10,11,1,3,-2,loss,turn_limit_Only War,4
46,-0.09599999999999999,10,11,3,0,3,win,turn_limit_Only War,4
47,-0.3665,10,11,1,0,1,win,turn_limit_Only War,4
48,-0.35350000000000004,10,11,1,0,1,win,turn_limit_Only War,4
49,-0.3675,10,11,4,0,4,win,turn_limit_Only War,4
50,-0.35350000000000004,10,11,0,0,0,draw,turn_limit_Only War,4
51,-1.6640000000000001,10,11,0,3,-3,loss,turn_limit_Only War,4
52,-0.179,10,11,4,1,3,win,turn_limit_Only War,4
53,-0.32399999999999995,10,11,4,0,4,win,turn_limit_Only War,4
54,-0.6755,10,11,0,2,-2,loss,turn_limit_Only War,4
55,-0.43099999999999994,10,11,1,1,0,draw,turn_limit_Only War,4
56,-1.0314999999999999,10,11,0,0,0,draw,turn_limit_Only War,4
57,0.03699999999999999,10,11,1,1,0,draw,turn_limit_Only War,4
58,-0.7464999999999999,10,11,1,1,0,draw,turn_limit_Only War,4
59,-1.123,10,11,0,2,-2,loss,turn_limit_Only War,4
60,-0.43200000000000005,10,11,0,0,0,draw,turn_limit_Only War,4
61,-0.362,10,11,0,0,0,draw,turn_limit_Only War,4
62,0.12199999999999997,10,11,0,0,0,draw,turn_limit_Only War,4
63,0.013999999999999981,10,11,2,3,-1,loss,turn_limit_Only War,4
64,-1.3379999999999999,10,11,1,2,-1,loss,turn_limit_Only War,4
65,-0.28900000000000003,10,11,4,0,4,win,turn_limit_Only War,4
66,-1.1795,10,11,0,0,0,draw,turn_limit_Only War,4
67,-0.153,10,11,3,2,1,win,turn_limit_Only War,4
68,-0.53,10,11,2,0,2,win,turn_limit_Only War,4
69,-0.39799999999999996,10,11,5,0,5,win,turn_limit_Only War,4
70,-1.1099999999999999,10,11,0,2,-2,loss,turn_limit_Only War,4
71,-0.40750000000000003,10,11,0,0,0,draw,turn_limit_Only War,4
72,-0.6744999999999999,10,11,3,0,3,win,turn_limit_Only War,4
73,0.4333333333333333,9,10,0,0,0,win,wipeout_enemy,4
74,-0.7735000000000001,10,11,0,3,-3,loss,turn_limit_Only War,4
75,-0.0675,10,11,0,0,0,draw,turn_limit_Only War,4
76,0.1055,10,11,3,1,2,win,turn_limit_Only War,4
77,-0.8219999999999998,10,11,2,2,0,draw,turn_limit_Only War,4
78,-1.196,10,11,0,0,0,draw,turn_limit_Only War,4
79,-0.835,10,11,0,0,0,draw,turn_limit_Only War,4
80,-0.8074999999999999,10,11,1,0,1,win,turn_limit_Only War,4
81,0.7433333333333333,6,7,0,2,-2,win,wipeout_enemy,4
82,-0.16899999999999998,10,11,0,0,0,draw,turn_limit_Only War,4
