episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,0.9028450357080379,5,6,0,1,-1,win,wipeout_enemy,4
2,-0.4654293432766907,6,7,0,0,0,loss,wipeout_model,4
3,0.5507261970322971,7,8,0,0,0,win,wipeout_enemy,4
4,0.5628846490211091,7,8,0,1,-1,win,wipeout_enemy,4
5,-0.05334285831614136,9,10,0,1,-1,loss,wipeout_model,4
6,0.1070017150807147,10,11,0,1,-1,loss,turn_limit_Only War,4
7,-0.13079508806246737,10,11,0,1,-1,loss,turn_limit_Only War,4
8,0.11925958667547584,10,11,0,1,-1,loss,turn_limit_Only War,4
9,0.1509317047127528,10,11,0,0,0,draw,turn_limit_Only War,4
10,-0.14976112639143876,10,11,0,0,0,loss,wipeout_model,4
11,0.22216644160395513,10,11,0,2,-2,loss,turn_limit_Only War,4
12,-0.22510117925753687,10,11,0,1,-1,loss,turn_limit_Only War,4
13,0.031254331964468106,10,11,0,1,-1,loss,turn_limit_Only War,4
14,0.12411062556666878,10,11,0,0,0,draw,turn_limit_Only War,4
15,0.9094235745202318,6,7,0,1,-1,win,wipeout_enemy,4
16,-0.060616500304267774,10,11,0,0,0,draw,turn_limit_Only War,4
17,0.28479981342167693,10,11,0,0,0,draw,turn_limit_Only War,4
18,-0.19438007312385744,8,9,0,0,0,loss,wipeout_model,4
19,-0.012953069722455066,10,11,0,0,0,draw,turn_limit_Only War,4
20,0.024604323692409454,10,11,0,0,0,draw,turn_limit_Only War,4
21,-0.1629322609121822,10,11,2,1,1,win,turn_limit_Only War,4
22,-0.008169635524290718,10,11,0,0,0,draw,turn_limit_Only War,4
23,-0.0824708305043907,10,11,0,0,0,draw,turn_limit_Only War,4
24,0.14951369414892351,10,11,0,1,-1,loss,turn_limit_Only War,4
25,-0.28290176160411235,5,6,0,1,-1,loss,wipeout_model,4
26,-0.4217044829423024,10,11,0,1,-1,loss,wipeout_model,4
27,-0.0792908188063091,10,11,0,1,-1,loss,turn_limit_Only War,4
28,-0.26299236679316623,8,9,0,1,-1,loss,wipeout_model,4
29,0.6298206732997619,6,7,0,0,0,win,wipeout_enemy,4
30,0.5873092137846052,10,11,0,0,0,win,wipeout_enemy,4
31,0.6651864395988909,7,8,0,1,-1,win,wipeout_enemy,4
32,-0.2831074062657895,10,11,0,1,-1,loss,turn_limit_Only War,4
33,-0.10839582114371661,9,10,0,0,0,loss,wipeout_model,4
34,0.19031535238821412,10,11,0,0,0,draw,turn_limit_Only War,4
35,-0.1798554780945746,10,11,0,1,-1,loss,turn_limit_Only War,4
36,-0.007431029863427023,10,11,0,1,-1,loss,turn_limit_Only War,4
37,-0.13045416186228714,10,11,0,0,0,draw,turn_limit_Only War,4
38,0.6738907364229143,6,7,0,0,0,win,wipeout_enemy,4
39,-0.2433186642923033,7,8,0,1,-1,loss,wipeout_model,4
40,0.6686809371034963,6,7,0,1,-1,win,wipeout_enemy,4
41,0.5147536955431475,8,9,0,0,0,win,wipeout_enemy,4
