episode,ep_reward,ep_len,turn,model_vp,player_vp,vp_diff,result,end_reason,end_code
1,0.5199999999999999,5,6,0,0,0,draw,turn_limit_Only War,4
2,-1.28,5,6,0,0,0,draw,turn_limit_Only War,4
3,0.31999999999999995,5,6,1,0,1,win,turn_limit_Only War,4
4,-0.42000000000000004,5,6,1,0,1,win,turn_limit_Only War,4
5,-0.78,5,6,0,2,-2,loss,turn_limit_Only War,4
6,0.38,5,6,0,0,0,draw,turn_limit_Only War,4
7,-0.019999999999999997,5,6,3,1,2,win,turn_limit_Only War,4
8,-0.13999999999999999,5,6,1,1,0,draw,turn_limit_Only War,4
9,0.019999999999999983,5,6,0,0,0,draw,turn_limit_Only War,4
10,-0.58,5,6,1,1,0,loss,wipe_model,4
11,0.38,5,6,2,0,2,win,turn_limit_Only War,4
12,-1.14,5,6,0,1,-1,loss,turn_limit_Only War,4
13,-0.82,5,6,0,0,0,draw,turn_limit_Only War,4
14,0.6799999999999999,5,6,0,2,-2,loss,turn_limit_Only War,4
15,0.58,5,6,0,0,0,draw,turn_limit_Only War,4
16,-0.8400000000000001,5,6,0,0,0,draw,turn_limit_Only War,4
17,0.13999999999999999,5,6,1,0,1,win,turn_limit_Only War,4
18,-2.12,5,6,0,0,0,draw,turn_limit_Only War,4
19,-0.2,5,6,0,0,0,draw,turn_limit_Only War,4
20,0.22000000000000003,5,6,0,0,0,draw,turn_limit_Only War,4
21,0.039999999999999994,5,6,2,1,1,win,turn_limit_Only War,4
22,-0.38,5,6,1,0,1,win,turn_limit_Only War,4
23,0.24,5,6,0,0,0,draw,turn_limit_Only War,4
24,0.52,5,6,1,1,0,draw,turn_limit_Only War,4
25,-0.62,5,6,0,0,0,draw,turn_limit_Only War,4
26,-0.26,5,6,0,0,0,draw,turn_limit_Only War,4
27,-0.32,5,6,0,0,0,draw,turn_limit_Only War,4
28,0.019999999999999983,5,6,0,0,0,draw,turn_limit_Only War,4
29,0.11999999999999997,5,6,0,1,-1,loss,turn_limit_Only War,4
30,-0.020000000000000007,5,6,0,0,0,draw,turn_limit_Only War,4
31,0.27999999999999997,5,6,0,0,0,draw,turn_limit_Only War,4
32,0.4,5,6,0,0,0,draw,turn_limit_Only War,4
33,-1.1199999999999999,5,6,1,1,0,draw,turn_limit_Only War,4
34,-0.26,5,6,0,3,-3,loss,turn_limit_Only War,4
35,-0.7,5,6,0,2,-2,loss,turn_limit_Only War,4
36,-0.6799999999999999,5,6,0,1,-1,loss,turn_limit_Only War,4
37,-0.44000000000000006,5,6,0,0,0,draw,turn_limit_Only War,4
38,-0.82,5,6,0,0,0,draw,turn_limit_Only War,4
39,0.4,5,6,0,0,0,draw,turn_limit_Only War,4
40,-0.41999999999999993,5,6,0,0,0,draw,turn_limit_Only War,4
41,0.18,5,6,0,0,0,draw,turn_limit_Only War,4
42,-0.26,5,6,2,0,2,win,turn_limit_Only War,4
43,-0.45999999999999996,5,6,0,0,0,draw,turn_limit_Only War,4
44,0.18,5,6,0,1,-1,loss,turn_limit_Only War,4
45,-0.38,5,6,1,0,1,win,turn_limit_Only War,4
46,-0.24,5,6,0,0,0,draw,turn_limit_Only War,4
47,0.18,5,6,2,1,1,win,turn_limit_Only War,4
48,0.020000000000000007,5,6,0,2,-2,loss,turn_limit_Only War,4
49,0.18,5,6,0,1,-1,loss,turn_limit_Only War,4
50,0.08,5,6,1,2,-1,loss,turn_limit_Only War,4
51,-0.36,5,6,1,0,1,win,turn_limit_Only War,4
52,0.36,5,6,4,0,4,win,turn_limit_Only War,4
53,0.6,5,6,1,0,1,win,turn_limit_Only War,4
54,-0.6399999999999999,5,6,0,2,-2,loss,turn_limit_Only War,4
55,0.059999999999999984,5,6,1,0,1,win,turn_limit_Only War,4
56,0.08000000000000003,5,6,1,0,1,win,turn_limit_Only War,4
57,-0.42000000000000004,5,6,1,1,0,draw,turn_limit_Only War,4
58,0.020000000000000018,5,6,0,2,-2,loss,turn_limit_Only War,4
59,0.1,5,6,0,1,-1,loss,turn_limit_Only War,4
60,0.44000000000000006,5,6,0,1,-1,loss,turn_limit_Only War,4
